r,t1,t2,meff,dmeff,chisqr

1,2,3,0.267107239618162,0.000115155349177198,2.17574118929511
1,2,4,0.267076993741414,0.000120817944766794,2.73974115222577
1,2,5,0.267039454721035,0.000126498813878947,4.97682050648091
1,2,6,0.267006717714518,0.000130899360313955,7.86456295232268
1,2,7,0.267007776564375,0.000133667291364183,7.87021952467476
1,2,8,0.267001747214381,0.000135039546406797,8.22207500955869
1,2,9,0.267003830186347,0.000136136699369712,8.29469422350959
1,2,10,0.267003857294189,0.00013701307448537,8.29471321836786
1,2,11,0.267000644099861,0.000138007761103312,8.77159609119773
1,2,12,0.266998542643499,0.000139143301178456,9.17589205785081
1,3,4,0.26694226280155,0.000151474473248001,0.00817066896837208
1,3,5,0.26689715183225,0.000158878181475808,0.881173040137385
1,3,6,0.266855620301646,0.00016425628870364,2.33222721240632
1,3,7,0.266866600741638,0.000168077836254337,2.53743280121885
1,3,8,0.266861067475135,0.00017032776223271,2.64144724800162
1,3,9,0.266867201130874,0.000172021821682167,2.86718211504757
1,3,10,0.266868934809771,0.000173141343300826,2.895388168578
1,3,11,0.266864567534227,0.000174691273093756,3.21768910440526
1,3,12,0.266861581327784,0.000176535339256008,3.51760566658825
1,3,13,0.266857757252513,0.000177842759726234,4.29797798620472
1,3,14,0.266856648986874,0.000178870992373712,4.40404436724504
1,4,5,0.266861437879184,0.000191131426942609,0.760697567976405
1,4,6,0.266794300217252,0.000199033170816422,1.83657153842237
1,4,7,0.266819350316428,0.000204798064867214,2.18792173544985
1,4,8,0.266812685708942,0.000208670243249776,2.24111604173286
1,4,9,0.266824282349255,0.000212083077919243,2.53572419541345
1,4,10,0.266827976631158,0.00021449005475021,2.58345276936491
1,4,11,0.266821344470989,0.000217364794761786,2.86387525047044
1,4,12,0.266816750403387,0.000220389246173354,3.13344616131513
1,4,13,0.266810721780773,0.000222335134755169,3.87263377955862
1,4,14,0.266809034146885,0.000223928741431465,3.96658129402026
1,5,6,0.266617591084405,0.00025328236991392,0.191247757360331
1,5,7,0.266699296525034,0.000260487961300036,1.13546153060445
1,5,8,0.266698964334851,0.000269668096519175,1.13550049140728
1,5,9,0.266725549198067,0.000276838389695746,1.62567692188377
1,5,10,0.266735380304779,0.000280860053565922,1.73702633081622
1,5,11,0.266725798934469,0.000285801010787169,1.93438255385717
1,5,12,0.266718882158757,0.00029048339227554,2.14297838191075
1,5,13,0.266709211294071,0.000292896334584543,2.79662226783585
1,5,14,0.266706725204666,0.000295026935015745,2.86696843164547
1,6,7,0.266710392038114,0.000307347161714134,1.13079022103081
1,6,8,0.266707924877783,0.000320993779075919,1.13143528760579
1,6,9,0.266751790031066,0.000331367594837145,1.5850549052886
1,6,10,0.266766430406326,0.000336143471536348,1.67451524162699
1,6,11,0.266749915533625,0.000342995195550784,1.89468046776885
1,6,12,0.266738386420999,0.000349560765302711,2.11633681216096
1,6,13,0.26672266211811,0.000352548967422568,2.78374659183117
1,6,14,0.266718596734509,0.00035574048018644,2.85683912220957
1,7,8,0.266915345240766,0.000395496542504468,0.275575262678812
1,7,9,0.266962415000996,0.000407949846892538,0.407052108193327
1,7,10,0.26696707588528,0.000412702496276653,0.409693026084656
1,7,11,0.266926867461226,0.000422710769222979,0.819537374486734
1,7,12,0.266901953688214,0.000432747549488057,1.15681532731834
1,7,13,0.266871983737934,0.000436423816807888,1.96213451315351
1,7,14,0.266863425753371,0.000441362282830569,2.0709867856545
1,8,9,0.266878428441276,0.000532746120554322,0.328967418199897
1,8,10,0.266903949222005,0.000542619519077362,0.348356896177398
1,8,11,0.266837138339462,0.000558636328273336,0.673660534179592
1,8,12,0.266797160619856,0.000570933095840648,0.941795153416618
1,8,13,0.266747652511824,0.000573814723345461,1.64472153966267
1,8,14,0.266735002808015,0.000580366718420241,1.72241187315809
1,9,10,0.267114105067356,0.000678170269558784,0.0274049861590072
1,9,11,0.266953598635837,0.000698904688267436,0.539387585910682
1,9,12,0.266873536838019,0.000713622802812349,0.875429284677571
1,9,13,0.266784692376313,0.000718992669977231,1.62776116494967
1,9,14,0.266762130004505,0.000733183317285263,1.71285103038959
1,10,11,0.266730211801526,0.000855377251081138,0.308658849568642
1,10,12,0.266619345776517,0.000873435142229875,0.488853984350267
1,10,13,0.266487125689141,0.000884630766966953,1.01444416271677
1,10,14,0.266464303111276,0.000906114043120714,1.04371570201717
1,11,12,0.266164734641757,0.00113108989580538,0.0140392925686518
1,11,13,0.26598485676347,0.00116136143539124,0.241998800253431
1,11,14,0.265991577779875,0.00119880808250843,0.242689428142851
1,12,13,0.265676608749676,0.00156387979212833,0.123453676928995
1,12,14,0.265749643181407,0.00162046714750348,0.142208334684243
1,13,14,0.26549090710173,0.00199503868748906,0.084044255478315

2,2,3,0.46168353920896,0.000327135721329785,3.15313777609751
2,2,4,0.461574547088885,0.000334062954872197,4.60176142787132
2,2,5,0.461548619874112,0.000342346760493142,4.88586763268626
2,2,6,0.461561786907648,0.00034504519615638,5.04586096371543
2,2,7,0.461571740148246,0.000348904613301189,5.32039064643236
2,2,8,0.461583136334183,0.000351012749943107,6.04007890090296
2,2,9,0.461583084229047,0.00035192677553933,6.0401315042634
2,2,10,0.461580999627124,0.000352228743385158,6.19698625868522
2,2,11,0.461578635252465,0.000352584314454625,6.63888148470082
2,2,12,0.461577121867381,0.00035258547937014,7.11741180734306
2,2,13,0.461575968112722,0.00035267395202283,7.91292512162166
2,2,14,0.461574671839124,0.000352648243266796,9.37790930779773
2,3,4,0.460733237140691,0.000573309514588883,0.0132677152230049
2,3,5,0.460742082819597,0.0006003433744086,0.0166657531389596
2,3,6,0.460818628240477,0.000612579073137074,0.634450252031928
2,3,7,0.460859098284991,0.000625875217784803,1.17558191856751
2,3,8,0.460897418175019,0.000632609122539074,2.16107889842362
2,3,9,0.460898828174464,0.000635177330317163,2.16577537583139
2,3,10,0.460893702349913,0.000636620954365555,2.28166623592235
2,3,11,0.460887326898997,0.000637875710097097,2.67474649022843
2,3,12,0.460883147293691,0.000637804711408997,3.12150289407559
2,3,13,0.460879901085878,0.000638081059850822,3.89248304470271
2,3,14,0.460876231699829,0.000638036744887521,5.32973042119497
2,4,5,0.460698409331804,0.000825477784672511,0.00999671508697947
2,4,6,0.460877237753684,0.000857850437737384,0.620319412214774
2,4,7,0.460965397226498,0.000887606731211716,1.12661698594992
2,4,8,0.461048147085022,0.000902271229931861,2.06006909472357
2,4,9,0.461050497287602,0.000907826198528396,2.06275262403243
2,4,10,0.461038819570331,0.000910881941759533,2.18698276403673
2,4,11,0.46102463282606,0.000914444972285227,2.58983056232945
2,4,12,0.461015387530983,0.000914600387521644,3.04268394229252
2,4,13,0.461008235528051,0.000915436414315968,3.81823376767787
2,4,14,0.461000161634335,0.000915101134866549,5.26047905054634
2,5,6,0.461319498721556,0.00143556700165222,0.396900599288092
2,5,7,0.461523755548853,0.00149227714029449,0.716561566624852
2,5,8,0.461722941776607,0.00152665955517866,1.41983218665963
2,5,9,0.46172015852783,0.00153609750926009,1.42034152931464
2,5,10,0.461683853988191,0.00155004008099904,1.58499588248438
2,5,11,0.461643586575369,0.00155856895672231,2.03302670909189
2,5,12,0.461617978142727,0.0015606038450895,2.51402859527612
2,5,13,0.461598506940052,0.00156224403663853,3.31066990828517
2,5,14,0.461576649910095,0.00156244168489769,4.77614407543541
2,6,7,0.462614396360131,0.00207764966542687,0.0644593494242054
2,6,8,0.462963025857156,0.00216773200669372,0.421019356629232
2,6,9,0.462917414559805,0.00221275425183599,0.445786805961895
2,6,10,0.462813716636062,0.00225511810027569,0.695921061789309
2,6,11,0.462712698091695,0.00226905367364571,1.2282748846772
2,6,12,0.462650931982588,0.00227914406166518,1.75970158085437
2,6,13,0.462605283639248,0.00228565456141014,2.59306370739369
2,6,14,0.462554529558284,0.00228794214231338,4.09847636922841
2,7,8,0.464145179913422,0.00350407376824995,0.152202942363632
2,7,9,0.463914552048943,0.00364453793267599,0.229296506134641
2,7,10,0.46358951638956,0.0037404963625838,0.556364970854837
2,7,11,0.463304456334813,0.00373089890281689,1.14477559052482
2,7,12,0.463136025222705,0.00375218381661046,1.70300098366052
2,7,13,0.463013776630932,0.00377021064189084,2.55270956346017
2,7,14,0.462878692290494,0.00377869833251461,4.0730005977823
2,8,9,0.464756009804886,0.00526859504849862,0.165215411120244
2,8,10,0.463893672399858,0.00547830473056214,0.546546613200613
2,8,11,0.463220483457246,0.00545851463014373,1.1439744518832
2,8,12,0.462836387459651,0.00553036561830066,1.69254125217479
2,8,13,0.462559306031587,0.00558697016531119,2.52843717478001
2,8,14,0.462253718237096,0.00560705322129361,4.02682625581605
2,9,10,0.459833140657388,0.00889849958723656,0.0993462611250754
2,9,11,0.458403779455992,0.00876648117035002,0.378508275627709
2,9,12,0.457544951518743,0.00892631228961997,0.703454466024609
2,9,13,0.456852128715162,0.00910885870555292,1.35079614781388
2,9,14,0.456060943386823,0.00911910221416606,2.61828247092778
2,10,11,0.454427090964198,0.0118885634724181,0.108268824518785
2,10,12,0.453009694233818,0.0119591193943545,0.289757424414997
2,10,13,0.451716431950924,0.0123647951612994,0.79109781229563
2,10,14,0.450198061667663,0.0124358161545079,1.86225619578097
2,11,12,0.447152032482971,0.0172788023128818,0.0580551725254922
2,11,13,0.444498300172053,0.0179230282298463,0.391191976384088
2,11,14,0.441313711232156,0.0179629744319066,1.20429362910488
2,12,13,0.43479410297691,0.0295085656266725,0.172777685347584
2,12,14,0.427778206192793,0.0291765657496035,0.6738666352708
2,13,14,0.40522902877094,0.0471481635525655,0.132139229640988

3,2,3,0.631421848130616,0.000825464960235801,7.48546942727063
3,3,4,0.627084740558661,0.0016713923848875,0.203125178505245
3,3,5,0.626694121497038,0.0016791261355795,1.53880217928688
3,3,6,0.626745049330732,0.00171463199150835,1.65115506107871
3,3,7,0.626621096121883,0.00172463743081554,3.09362665899263
3,3,8,0.626617293789582,0.00173473115919257,3.09927733357016
