r,meff,dmeff,config
1,0.266864567534227,0.000174691273093756,18
2,0.461580999627124,0.000352228743385158,8
3,0.62659226375011,0.00173463844573072,7
4,0.772873501165273,0.00424220469221075,6
5,0.92206748646478,0.0104108048538601,6
6,1.08359272566312,0.0268606846947691,13
7,1.24590417936505,0.0204752573380325,9
8,1.43356273545058,0.0468694081595365,11
9,1.48834989541333,0.0929030439050949,12
10,1.5197445623843,0.223992269858264,5
11,1.98304145785326,NA,4
12,1.37367917220974,NA,2
