r,t1,t2,meff,dmeff,chisqr

1,4,5,0.00289384667501169,8.46367066194801e-06,4.2173599218433
1,5,6,0.00286620587421589,8.94309119665952e-06,5.79169328963625
1,6,7,0.00283928822127584,9.40710789759166e-06,2.6069980259666
1,7,8,0.00281313871186025,1.09145134596299e-05,3.97620418237081
1,8,9,0.00278397854479631,1.23221319009915e-05,2.03998998233681
1,9,10,0.0027536973442692,1.37889597740241e-05,3.53655276786689
1,10,11,0.00271390877241991,1.49187940668172e-05,3.03099428003067
1,11,12,0.00266663293026253,1.55599873025029e-05,7.92924197463216

2,8,9,0.00356940708338011,2.41077384991944e-05,9.01033394356398



