r,t1,t2,meff,dmeff,chisqr,pval

1,2,3,0.26309698747977,0.000243807901799092,0.59546293946911,0.440314375098689
1,2,4,0.262986713383981,0.000254305787354147,2.52067724210558,0.283557991535336
1,2,5,0.262988574592271,0.000262598244865032,2.52201275284069,0.471326018237524
1,2,6,0.262998964341786,0.000271336577567923,2.60595251136639,0.625769025344733
1,2,7,0.262984751956029,0.000277577517980107,2.84586461759125,0.723734390934072
1,3,4,0.262770976921725,0.000306566138925242,0.767274582723177,0.381061504715415
1,3,5,0.262809919133374,0.000322435653459884,0.935379853605721,0.626447738198662
1,3,6,0.262843284350292,0.00033853136720056,1.21673663507227,0.748993037612518
1,3,7,0.26282851381349,0.000348904694711715,1.30649824670515,0.860272046999579
1,3,8,0.262864866871613,0.00035661443883011,2.48333173631924,0.779003225979606
1,4,5,0.262678189401767,0.000410623961905498,0.607461722191955,0.435745120356047
1,4,6,0.262766083978134,0.000437715754958375,1.06812668886778,0.586218117536297
1,4,7,0.262747005609181,0.000452809690116195,1.10919555423174,0.774854716865404
1,4,8,0.262817165294217,0.000466682162872643,2.40995596817957,0.660828809522141
1,5,6,0.263075453423699,0.000555739753284446,0.046591730849704,0.829103754584304
1,5,7,0.262975039109557,0.000572335493338143,0.324372598435565,0.850282782766442
1,5,8,0.263081349882786,0.000595145404838684,1.18280629520922,0.757130957010061
1,6,7,0.262942748740528,0.000691853343595422,0.316984890561067,0.573425274351933
1,6,8,0.263143742745082,0.000727475380009224,1.14593027124958,0.563851062677284
1,7,8,0.263096370066161,0.00086063350374156,1.13551166946664,0.286602735957888
1,8,9,0.264627321528025,0.00116596777947536,0.544571163517759,0.460544437796575
1,8,10,0.265085719869392,0.00121897032899504,1.95954212441268,0.375397031582556
1,8,11,0.265252501814073,0.00128053565288798,2.47659139612235,0.479536400230612
1,9,10,0.26608596051341,0.00152457712602331,0.487024660409213,0.485257545799908
1,9,11,0.266247054886581,0.00162675329832191,0.615689025221618,0.73502959695738
1,9,12,0.266593702229498,0.00170423147181159,2.47451864141655,0.479913741516844
1,9,13,0.266650220291575,0.0017624095625299,2.6060176516424,0.625757494023841
1,10,11,0.267158003680234,0.00208154795093975,7.06973996221513e-06,0.997878508628555
1,10,12,0.267760277057803,0.00222846950204074,1.26579651122083,0.531050448527236
1,10,13,0.267820783829038,0.00235285361930982,1.30288716890267,0.728447603821498
1,11,12,0.268659207301765,0.00308891857219221,1.01956509976496,0.312622190913551
1,11,13,0.268706628956941,0.00337608644967445,1.02349815275728,0.599446184183098
1,12,13,0.271451766819294,0.00493769421250703,0.162707300123272,0.686676104704684

2,2,3,0.448598523838264,0.00075416961113606,1.73864684542148,0.187310371734966
2,3,4,0.447059209093416,0.00114359500183853,0.190975365224257,0.662106066388332
2,5,6,0.450643906183635,0.00234802913273863,0.408786846480977,0.522585897227584
2,5,7,0.450344928052663,0.00239039074778681,0.648004262763878,0.723248700858981
2,6,7,0.448263354085202,0.00381037128444955,0.0193470940294476,0.889376002400574
2,8,9,0.472212720982091,0.0110205902956661,0.145272460539601,0.70309473361174
2,8,10,0.474698417828785,0.0116094400032253,0.895793645050197,0.638970608004794
2,8,11,0.472772199404783,0.0116787384711677,1.99761870296383,0.572901098686931
2,8,12,0.473041888390246,0.012016480820437,2.12119593513216,0.713479373510019
2,8,13,0.472739668935608,0.01212839910724,2.74418790466293,0.739352240542879
2,9,10,0.482440673397258,0.0167464777809652,0.376166049018094,0.539662278137614
2,9,11,0.476834196402748,0.0169652816808683,1.82763742545459,0.400990030842181
2,9,12,0.477399035893898,0.0178245117931831,1.91963614324524,0.589252883807407
2,9,13,0.476649239620751,0.018146584530204,2.5806889277912,0.630247779121194
2,10,11,0.476017392096216,0.0261150246483574,1.82536200153244,0.176676346456811
2,10,12,0.477579103841325,0.0281439823448166,1.919516394508,0.382985481720867
2,10,13,0.475582600770933,0.02906761948465,2.57640459520023,0.461641149866812
2,11,12,0.445113715291291,0.0415582176674178,0.531747037250813,0.465873293485499
2,11,13,0.440966359253836,0.0439936378417768,0.913206262649988,0.633431679376412
2,11,14,0.437055999959752,0.0453391276121431,2.38070003641665,0.497237416239356
2,12,13,0.469794926473471,0.0981119251236548,0.745129755789003,0.388022573226677
2,12,14,0.448457285034195,0.103993277990691,2.35287651886733,0.308375137134069
2,13,14,0.272212857412789,0.186656848717833,0.679337773291698,0.409814852786541

3,2,3,0.602178205758161,0.0015201960758958,1.80950305815534,0.178567854226489
3,3,4,0.597744753126265,0.00276010327769755,0.803939394916948,0.369918158997632
3,3,5,0.59842836915132,0.00279117511787804,1.94851328195736,0.37747284714275
3,3,6,0.598101873585787,0.00278127369108573,2.74159696269322,0.433204547607816
3,3,7,0.598044319312815,0.00282735557617672,2.83186947753959,0.586344093676011
3,4,5,0.597108835794177,0.00521560500783652,1.83641302833351,0.175371944791829
3,4,6,0.59607742909935,0.00522638440406952,2.4472834719302,0.294156971939611
3,4,7,0.595925404819652,0.0053721005675927,2.49983586228036,0.475320747434774
3,5,6,0.601781740165286,0.00910292580769972,1.7026619795724,0.191940215891746
3,5,7,0.600916668438659,0.00929491724295519,1.87304770872087,0.39198807743516
3,5,8,0.601870655681388,0.00948418067233659,2.53810046500466,0.468444809502623
3,6,7,0.585574753154649,0.0151786136954374,0.0213489622713075,0.883832309648579
3,6,8,0.589520007181028,0.0152750249712249,1.21699811772354,0.544167019089733
3,6,9,0.58786687168594,0.0154548726156355,1.99053957911046,0.574372570442417
3,6,10,0.587499751793297,0.0156958122770065,2.10088642105969,0.717209536501241
3,7,8,0.602757502866532,0.0275146871044964,0.834066049601679,0.361099417324576
3,7,9,0.596103196630592,0.0280935100729823,1.82769416797124,0.400978654411811
3,7,10,0.594653474364605,0.0284836965198183,1.97403578783227,0.577813125434646
3,8,9,0.611324874970737,0.0485220629846559,1.65175868990678,0.198719732939613
3,8,10,0.60571435545777,0.0494978869417168,1.87103289650691,0.392383167592937
3,9,10,0.516041343952772,0.0832035350170279,0.0254185091326855,0.873328661143389
3,11,12,-0.0813222301285595,0.116102810896968,0.943029562662091,0.331499931633513
3,11,13,-0.0495958377590987,0.109412494821677,1.2421572471335,0.537364510864228
3,11,14,-0.0751438559741919,0.110864135315155,1.94387651120489,0.584136665321422
3,12,13,-0.104683508954401,0.138052018018655,0.794776101002357,0.372659833369799
3,12,14,-0.136617283326203,0.13808643494603,1.25864512778551,0.532952720159353
