r,t1,t2,meff,dmeff,chisqr,pval



3,2,3,0.553400384222798,0.00202203496423658,0.0192346068727819,0.889696001554807

4,2,3,0.557160226226093,0.00527541760555116,1.37903039457518,0.240266375451729
4,3,4,0.54224995547646,0.0088062303324666,0.853483855734785,0.355568636532265
4,4,5,0.521019631795365,0.0120048601103615,2.58403248979324,0.107946349315325
4,5,6,0.482529295980946,0.0197350791099975,1.56002949519013,0.211660901658924
