r,meff,dmeff,config
1,0.266955817629221,0.000159072763342271,33
2,0.459266540462183,0.000635420225371707,44
3,0.628242652353753,0.00178439549938332,38
4,0.780658750523369,0.00522259886275304,30
5,0.952067376953194,0.00556500592775796,20
6,1.11072117941333,0.0113455978295631,30
7,1.31158216844868,0.00718745609233604,10
8,1.44998617878122,0.0548460212467845,17
9,1.65055159151386,0.0295307592545093,7
10,1.77458225267852,0,10
