r,meff,dmeff,config
1,0.267042163359436,0.000250141138602793,6
2,0.461115743701646,0.000813395044970212,2
3,0.628844076114356,0.00200177551178982,2
4,0.777626483836366,0.00609811920455976,2
5,0.989174339846908,0.0456662010423146,1
6,1.08737955036931,0.0146020536830309,1
7,1.08432663029488,0.0774723203228718,3
8,1.00443532724461,0.159671078915192,2
