r,t1,t2,meff,dmeff,chisqr

1,3,4,0.0595737052467166,0.000160406933597665,9.15844083993145
1,4,5,0.0589483365788485,0.000173473318342763,5.44966226209911
1,5,6,0.0583674100157253,0.0001931149874925,2.98496652902964
1,6,7,0.0577941368471906,0.00020363312362356,5.46633466852667
1,7,8,0.0571395469885535,0.00024055596844492,3.05890772190925
1,8,9,0.0564849472663137,0.000283709025046094,2.67778931739798
1,9,10,0.0557115390848602,0.000319252654414726,3.06620968540255
1,10,11,0.0549233618615991,0.000347808904172209,2.74462702886582
1,11,12,0.0538816822956418,0.000389326394378162,4.95215273270568

2,10,11,0.0664322300701516,0.000636789263849499,9.97236355081406



