r,t1,t2,meff,dmeff,chisqr

1,2,3,0.266936766585519,0.00011564813611308,5.32761367914428
1,2,4,0.266876079659731,0.000123409176024006,7.94582120129999
1,2,5,0.266860823926923,0.00012894905098665,8.31114647263725
1,2,6,0.266862920532007,0.000134326160015002,8.32340783931971
1,2,7,0.266869408415907,0.000138218557590708,8.53304845802682
1,3,4,0.266648828234137,0.000152275918446825,0.0915883600435153
1,3,5,0.266663113707901,0.000159523099311087,0.176369977365972
1,3,6,0.266688754048689,0.000166943030676021,0.741786523525205
1,3,7,0.266711066927254,0.000173265580619474,1.57040887110956
1,3,8,0.266748260179069,0.000178304950571896,5.56453979249295
1,3,9,0.26676330980223,0.000182471112194877,6.82056390643124
1,3,10,0.266771206081149,0.000184656748678077,7.36934421881674
1,3,11,0.266784286958127,0.000186518905215841,9.85514503928565
1,4,5,0.26665042600679,0.000194731105854523,0.161576297923086
1,4,6,0.266699884503657,0.00020244251163582,0.725714377394664
1,4,7,0.266737362951182,0.000211757647547897,1.46240436279526
1,4,8,0.266798314786415,0.000219446278685974,5.12767289366343
1,4,9,0.266821527043816,0.000225695085346206,6.19410327914569
1,4,10,0.26683319631335,0.000228784378931396,6.63217921307527
1,4,11,0.26685374909515,0.000231539076695597,8.90836014597947
1,4,12,0.266848806657409,0.000234072193230858,9.15215402400945
1,4,13,0.266845888978523,0.000235846561283717,9.28479845237216
1,4,14,0.26684433201627,0.00023719552107276,9.34425924284867
1,5,6,0.266792819624985,0.00024006471293961,0.203654040562666
1,5,7,0.266840953686682,0.000253263989707731,0.550026440393787
1,5,8,0.266932231310343,0.000263885071361744,3.28415909097603
1,5,9,0.266962599862687,0.000272523396822152,3.9388528156234
1,5,10,0.266976320659554,0.000275975671820289,4.16476293119384
1,5,11,0.267006212613889,0.000279360012986803,6.00330760455786
1,5,12,0.26699641473438,0.000282999729386814,6.37408336732015
1,5,13,0.266990583439687,0.000285883210580608,6.58070286457606
1,5,14,0.266987370287297,0.000288118449795565,6.67994075417216
1,6,7,0.266947730985223,0.000301115030752537,0.0901392590019955
1,6,8,0.267085527556848,0.000311575758605487,1.9520370419565
1,6,9,0.267121051342498,0.000322207172536426,2.26068127741999
1,6,10,0.267133790446843,0.000326607686655896,2.33245213313479
1,6,11,0.267176061375109,0.000331439091082207,3.74071000948636
1,6,12,0.267157135947211,0.000336967780308514,4.28205459868851
1,6,13,0.26714587922274,0.00034142157339865,4.58701245854476
1,6,14,0.267139565011161,0.000345277170496431,4.73995686227253
1,7,8,0.267273311468905,0.000376622046679718,1.08429629908732
1,7,9,0.2673040171409,0.000391286474506264,1.14879318870744
1,7,10,0.267306890890449,0.00039775055565706,1.14996805496509
1,7,11,0.267367322614819,0.000406627984405831,2.146287441961
1,7,12,0.267329790323943,0.00041567398135652,2.91252229415413
1,7,13,0.267307750043314,0.000423853637464545,3.34234623079971
1,7,14,0.267295327262219,0.000430057706137926,3.5629133995238
1,8,9,0.267574437479605,0.000478952401135008,0.0679047020757827
1,8,10,0.267528571738463,0.000491178355560778,0.150323680324193
1,8,11,0.267609770877016,0.00050744003860146,0.724408022286217
1,8,12,0.267533156884203,0.000523671953067432,1.81885108938612
1,8,13,0.267489504337003,0.000537795826851849,2.41881144140487
1,8,14,0.267465101997667,0.000547738382414977,2.72859215610415
1,9,10,0.267400661714101,0.000617975020271331,0.0135839007062923
1,9,11,0.267578220743021,0.000642836097031916,0.712840006976233
1,9,12,0.267444087971281,0.0006688021374051,1.71074233245189
1,9,13,0.267373282966257,0.000691523615263849,2.21611414051489
1,9,14,0.267335678042471,0.000708559823040886,2.46189273291542
1,10,11,0.267703454411469,0.000772070205934006,0.622769615141829
1,10,12,0.267442783603863,0.000808673929947133,1.7107292145168
1,10,13,0.267322453161321,0.000843265252254678,2.19253319228942
1,10,14,0.267263190325418,0.000869597250787633,2.40886268252504
1,11,12,0.267558401980802,0.00100116720559493,1.66727957820948
1,11,13,0.267314719661855,0.00104659395313029,2.19226691057432
1,11,14,0.267211573616765,0.00108714456081499,2.39471221297416
1,12,13,0.266227774631597,0.00134572621400122,0.000584192859215517
1,12,14,0.266252821334769,0.00137754490498821,0.00361209589444603
