r,t1,t2,meff,dmeff,chisqr

1,2,3,0.266917939129762,8.6856661200701e-05,7.99805517659945
1,3,4,0.266656332271706,0.000109733945785118,0.173590903629159
1,3,5,0.266641014110011,0.000115139904675324,0.371877221673363
1,3,6,0.266640074349798,0.000120283278350601,0.373685329674854
1,3,7,0.266641664279594,0.0001250253213467,0.382678552457139
1,3,8,0.266651698937661,0.000127539233090268,0.974843199686702
1,3,9,0.26666525832917,0.0001302520619665,3.06239863478713
1,3,10,0.266666302201592,0.000132140415139331,3.08597251994376
1,3,11,0.2666706769331,0.000133475681284121,3.61524693989311
1,3,12,0.266674360300264,0.000134533011397145,4.23589837706572
1,3,13,0.266676127714133,0.000134831036107446,4.5051277897412
1,3,14,0.266677490184057,0.000135347939905161,4.78546032148691
1,4,5,0.266594625560005,0.000143420009721336,0.0383528378642302
1,4,6,0.266600269646736,0.000151745881552404,0.0544657215708758
1,4,7,0.266607019077125,0.000159147864424479,0.10030877887678
1,4,8,0.266627013899094,0.000163233896761296,0.817105632836947
1,4,9,0.266651677436952,0.000167829068861177,3.01219743415054
1,4,10,0.266653730352542,0.000171089257990779,3.04179784691939
1,4,11,0.266661502704005,0.000173607693330218,3.59122739815122
1,4,12,0.266667959018665,0.000175487518108402,4.22405573746273
1,4,13,0.26667104354013,0.000176134806236543,4.49760680926939
1,4,14,0.266673410304842,0.000177136931149072,4.78059853436608
1,5,6,0.266587907951667,0.000199646692938457,0.0419901616426998
1,5,7,0.266603484865875,0.000210150190469718,0.0989178892442692
1,5,8,0.266640975925674,0.000215661043869141,0.791140004974422
1,5,9,0.266684737637982,0.000223162782328768,2.85277243193933
1,5,10,0.266687409840191,0.000228569364128306,2.86834568387699
1,5,11,0.266700341449011,0.000232907390333905,3.35193348553917
1,5,12,0.266711119747605,0.000236067657004926,3.92192994542498
1,5,13,0.266716190974299,0.00023717153034645,4.1631297181434
1,5,14,0.266720129340204,0.000239021376384084,4.42002834378429
1,6,7,0.266645959063591,0.000262286719779096,0.0102520044069421
1,6,8,0.266707571597444,0.000268333737406125,0.481457655270262
1,6,9,0.26677909211263,0.000278527596490712,2.11855005291407
1,6,10,0.266778837929405,0.000286463709277969,2.11859508328946
1,6,11,0.266797414511422,0.000291794508749947,2.45070061419451
1,6,12,0.26681343989773,0.000296205450958788,2.88161736739272
1,6,13,0.266820736532192,0.000297478462976728,3.05500108753314
1,6,14,0.266826635160255,0.000300499788083493,3.2567335012374
1,7,8,0.266778299417931,0.000317641927492783,0.301619766150077
1,7,9,0.266890617940724,0.0003323364899945,1.51247490954183
1,7,10,0.266880400816762,0.00034424027668254,1.53724889150056
1,7,11,0.266904174235594,0.00035004858174997,1.73490597117369
1,7,12,0.266925909567784,0.00035617635579929,2.03529262725204
1,7,13,0.266935320306494,0.000357752041335205,2.14709620766447
1,7,14,0.266943411340386,0.000362657802366772,2.29600474220716
1,8,9,0.267106310744085,0.000397865472139347,0.52303068414712
1,8,10,0.267053174920644,0.000414406918444617,0.708731581619336
1,8,11,0.267074783259818,0.000420412576120118,0.760518982430809
1,8,12,0.267100325523147,0.000429851145908658,0.903033657622728
1,8,13,0.267110119222467,0.000433566253775886,0.946388050089696
1,8,14,0.267120166048724,0.000442164947474256,1.03034985787028
1,9,10,0.267185950809275,0.000532696163261213,0.523185456459193
1,9,11,0.267198713606119,0.000542267901593066,0.527457395601264
1,9,12,0.267230637419287,0.000558400473229165,0.590770298976083
1,9,13,0.267240280575349,0.000570928555541634,0.603790958600858
1,9,14,0.267253563197841,0.000587982620942338,0.651177617904949
1,10,11,0.266982620119418,0.000676508997628287,0.196448911522811
1,10,12,0.26708656185445,0.00069405793046832,0.378759038636073
1,10,13,0.267117980699842,0.000714664147683065,0.422889635683922
1,10,14,0.267147181758317,0.000740644124205698,0.501359722680797
1,11,12,0.267330024566822,0.000795551197323593,0.0307599389796335
1,11,13,0.26734073023981,0.000830189978700763,0.0325071270656149
1,11,14,0.267367553317558,0.000868754950500228,0.0577613887784713
1,12,13,0.267443234093398,0.00104911524792482,0.0019821848117626
1,12,14,0.267476814074136,0.00110356334128539,0.0121365810351421
1,13,14,0.267485123201283,0.00143537876775632,0.0120322498139625

2,3,4,0.459185691984865,0.000359016670102557,4.80702701722665
2,3,5,0.459042187006224,0.000366943896126471,7.20033190898107
2,3,6,0.458993457259036,0.000383506234108685,8.34673751364369
2,3,7,0.458951391836234,0.000390247787835583,9.98527983635762
2,4,5,0.457991657809533,0.000576826200751163,0.155924963745551
2,4,6,0.457930234973225,0.00061777719129338,0.379929615107534
2,4,7,0.457855132533829,0.000633816572201284,1.06990544336206
2,4,8,0.4579063993224,0.000637587457490738,1.9372250000978
2,4,9,0.457904884736334,0.000632817868411878,1.93945524243604
2,4,10,0.457886664292057,0.000631423737100125,2.5049885569933
2,4,11,0.457887340017184,0.000631526325779565,2.50711827911196
2,4,12,0.4578899730438,0.000630781541456144,2.60559074417081
2,4,13,0.457891558445217,0.000630526181954485,2.67975850035631
2,4,14,0.457890197190532,0.000630651272401435,2.80271271741378
2,5,6,0.457561666450137,0.000996776565298209,0.0782959139398039
2,5,7,0.457388123111115,0.00102131671084256,0.50857383231995
2,5,8,0.457547408126016,0.00103181923173647,1.58706160294418
2,5,9,0.457548068250247,0.00102790219036404,1.58711806822399
2,5,10,0.457501329813177,0.00102749844188396,2.08976137328336
